SURVEY,year,start_time,transect,REPORT_NUMBER,region,interval,lat,lon,temperature
200703,2007,3/2/2007 14:56,2,1,Bogoslof,144,53.99739167,-167.1603333,3.43475
200703,2007,3/2/2007 14:59,2,1,Bogoslof,145,54.00573333,-167.1603233,3.4124
200703,2007,3/2/2007 15:02,2,1,Bogoslof,146,54.01425833,-167.1602375,3.416
200703,2007,3/2/2007 15:05,2,1,Bogoslof,147,54.02267667,-167.16016,3.4006
200703,2007,3/2/2007 15:08,2,1,Bogoslof,148,54.03047667,-167.16024,3.3806
200703,2007,3/2/2007 15:12,2,1,Bogoslof,149,54.0390375,-167.1606542,3.37825
200703,2007,3/2/2007 15:15,2,1,Bogoslof,150,54.04734,-167.1603967,3.3618
200703,2007,3/2/2007 15:18,2,1,Bogoslof,151,54.05504,-167.15982,3.3516
200703,2007,3/2/2007 15:21,2,1,Bogoslof,152,54.06354167,-167.1596625,3.3555
200703,2007,3/2/2007 15:24,2,1,Bogoslof,153,54.07206333,-167.1598533,3.3792
200703,2007,3/2/2007 15:27,2,1,Bogoslof,154,54.08002333,-167.16051,3.3632
200703,2007,3/2/2007 15:51,3,1,Bogoslof,163,54.0439625,-167.2453083,3.37675
200703,2007,3/2/2007 15:54,3,1,Bogoslof,164,54.03506667,-167.2460867,3.3848
200703,2007,3/2/2007 15:56,3,1,Bogoslof,165,54.02689,-167.24669,3.3864
200703,2007,3/2/2007 15:59,3,1,Bogoslof,166,54.01885333,-167.2467667,3.3978
200703,2007,3/2/2007 16:02,3,1,Bogoslof,167,54.00980833,-167.2464292,3.402
200703,2007,3/2/2007 16:04,3,1,Bogoslof,168,54.00162083,-167.2459208,3.418
200703,2007,3/2/2007 16:07,3,1,Bogoslof,169,53.99259667,-167.2457533,3.471
200703,2007,3/2/2007 16:09,3,1,Bogoslof,170,53.98422667,-167.2457833,3.497
200703,2007,3/2/2007 16:12,3,1,Bogoslof,171,53.97593333,-167.2458533,3.5062
200703,2007,3/2/2007 16:14,3,1,Bogoslof,172,53.96759,-167.2460833,3.484
200703,2007,3/2/2007 16:17,3,1,Bogoslof,173,53.95919333,-167.24618,3.467
200703,2007,3/2/2007 16:19,3,1,Bogoslof,174,53.95088667,-167.2460967,3.4466
200703,2007,3/2/2007 16:22,3,1,Bogoslof,175,53.94267,-167.2458367,3.4326
200703,2007,3/2/2007 16:25,3,1,Bogoslof,176,53.93360833,-167.2457083,3.428
200703,2007,3/2/2007 16:27,3,1,Bogoslof,177,53.9253625,-167.2458875,3.4305
200703,2007,3/2/2007 16:30,3,1,Bogoslof,178,53.91705,-167.246225,3.438
200703,2007,3/2/2007 16:32,3,1,Bogoslof,179,53.908725,-167.2465958,3.44225
200703,2007,3/2/2007 16:35,3,1,Bogoslof,180,53.89967333,-167.2462267,3.448
200703,2007,3/2/2007 16:37,3,1,Bogoslof,181,53.89140666,-167.2457333,3.4572
200703,2007,3/2/2007 16:40,3,1,Bogoslof,182,53.88322,-167.2453767,3.4658
200703,2007,3/2/2007 16:43,3,1,Bogoslof,183,53.87490333,-167.24529,3.474
200703,2007,3/2/2007 16:45,3,1,Bogoslof,184,53.86669667,-167.2454367,3.3672
200703,2007,3/2/2007 16:48,3,1,Bogoslof,185,53.857675,-167.2453958,3.33725
200703,2007,3/2/2007 16:50,3,1,Bogoslof,186,53.8493875,-167.24515,3.373
200703,2007,3/2/2007 16:53,3,1,Bogoslof,187,53.84090834,-167.2447167,3.4065
200703,2007,3/2/2007 16:55,3,1,Bogoslof,188,53.83243334,-167.2447417,3.39525
200703,2007,3/2/2007 16:58,3,1,Bogoslof,189,53.82409167,-167.2451083,3.35575
200703,2007,3/2/2007 17:00,3,1,Bogoslof,190,53.815,-167.2455033,3.3784
200703,2007,3/2/2007 17:03,3,1,Bogoslof,191,53.80679333,-167.24587,3.4104
200703,2007,3/2/2007 17:05,3,1,Bogoslof,192,53.79858,-167.2458367,3.4928
200703,2007,3/2/2007 17:08,3,1,Bogoslof,193,53.79038333,-167.2458533,3.4768
200703,2007,3/2/2007 17:11,3,1,Bogoslof,194,53.781475,-167.2458458,3.46275
200703,2007,3/2/2007 17:13,3,1,Bogoslof,195,53.77253333,-167.24575,3.465
200703,2007,3/2/2007 17:16,3,1,Bogoslof,196,53.76433667,-167.24574,3.4268
200703,2007,3/2/2007 17:18,3,1,Bogoslof,197,53.75621667,-167.2457733,3.397
200703,2007,3/2/2007 17:21,3,1,Bogoslof,198,53.7473625,-167.24565,3.39925
200703,2007,3/2/2007 17:24,3,1,Bogoslof,199,53.73848,-167.2456033,3.3766
200703,2007,3/2/2007 17:26,3,1,Bogoslof,200,53.73039667,-167.2456433,3.335
200703,2007,3/2/2007 17:29,3,1,Bogoslof,201,53.72235,-167.2457533,3.3024
200703,2007,3/2/2007 17:32,3,1,Bogoslof,202,53.71359167,-167.2457792,3.3005
200703,2007,3/2/2007 17:55,4,1,Bogoslof,211,53.67665833,-167.3312917,3.5485
200703,2007,3/2/2007 17:58,4,1,Bogoslof,212,53.68494583,-167.3316333,3.572
200703,2007,3/2/2007 18:00,4,1,Bogoslof,213,53.69319583,-167.3319083,3.56775
200703,2007,3/2/2007 18:03,4,1,Bogoslof,214,53.70200333,-167.3321066,3.5588
200703,2007,3/2/2007 18:05,4,1,Bogoslof,215,53.70989,-167.3321433,3.5534
200703,2007,3/2/2007 18:08,4,1,Bogoslof,216,53.71767333,-167.33206,3.562
200703,2007,3/2/2007 18:11,4,1,Bogoslof,217,53.726225,-167.3318667,3.5395
200703,2007,3/2/2007 18:13,4,1,Bogoslof,218,53.73478,-167.3317767,3.5482
200703,2007,3/2/2007 18:16,4,1,Bogoslof,219,53.74322084,-167.3317625,3.595
200703,2007,3/2/2007 18:19,4,1,Bogoslof,220,53.75182333,-167.3315333,3.5912
200703,2007,3/2/2007 18:22,4,1,Bogoslof,221,53.75971667,-167.3313333,3.5732
200703,2007,3/2/2007 18:24,4,1,Bogoslof,222,53.768275,-167.3312917,3.5425
200703,2007,3/2/2007 18:27,4,1,Bogoslof,223,53.7769,-167.3311934,3.5588
200703,2007,3/2/2007 18:29,4,1,Bogoslof,224,53.78475667,-167.33129,3.5318
200703,2007,3/2/2007 18:32,4,1,Bogoslof,225,53.793575,-167.3314917,3.53625
200703,2007,3/2/2007 18:35,4,1,Bogoslof,226,53.80147083,-167.3317,3.543
200703,2007,3/2/2007 18:37,4,1,Bogoslof,227,53.81029333,-167.3318967,3.5312
200703,2007,3/2/2007 18:40,4,1,Bogoslof,228,53.81827667,-167.33215,3.51
200703,2007,3/2/2007 18:43,4,1,Bogoslof,229,53.82623333,-167.3323533,3.477
200703,2007,3/2/2007 18:45,4,1,Bogoslof,230,53.83467917,-167.3326333,3.4295
200703,2007,3/2/2007 18:48,4,1,Bogoslof,231,53.84293667,-167.3328567,3.3994
200703,2007,3/2/2007 18:51,4,1,Bogoslof,232,53.85159167,-167.3327583,3.38775
200703,2007,3/2/2007 18:53,4,1,Bogoslof,233,53.86026333,-167.33259,3.421
200703,2007,3/2/2007 18:56,4,1,Bogoslof,234,53.86802333,-167.33237,3.4334
200703,2007,3/2/2007 18:59,4,1,Bogoslof,235,53.87677083,-167.332125,3.44475
200703,2007,3/2/2007 19:01,4,1,Bogoslof,236,53.88457917,-167.3318375,3.4455
200703,2007,3/2/2007 19:04,4,1,Bogoslof,237,53.89331333,-167.33145,3.4374
200703,2007,3/2/2007 19:06,4,1,Bogoslof,238,53.90132,-167.3314167,3.4312
200703,2007,3/2/2007 19:09,4,1,Bogoslof,239,53.90918333,-167.3315367,3.4162
200703,2007,3/2/2007 19:12,4,1,Bogoslof,240,53.917975,-167.3315542,3.402
200703,2007,3/2/2007 19:14,4,1,Bogoslof,241,53.92685667,-167.3314933,3.396
200703,2007,3/2/2007 19:17,4,1,Bogoslof,242,53.93490333,-167.3314,3.3886
200703,2007,3/2/2007 19:19,4,1,Bogoslof,243,53.94302667,-167.3313167,3.3802
200703,2007,3/2/2007 19:22,4,1,Bogoslof,244,53.95111,-167.3312233,3.3768
200703,2007,3/2/2007 19:25,4,1,Bogoslof,245,53.95914,-167.3311467,3.376
200703,2007,3/2/2007 19:27,4,1,Bogoslof,246,53.967875,-167.3312625,3.37525
200703,2007,3/2/2007 19:30,4,1,Bogoslof,247,53.97672333,-167.3316,3.378
200703,2007,3/2/2007 19:32,4,1,Bogoslof,248,53.9846,-167.33221,3.3822
200703,2007,3/2/2007 20:04,5,1,Bogoslof,260,53.91654667,-167.41561,3.4754
200703,2007,3/2/2007 20:07,5,1,Bogoslof,261,53.90719333,-167.4156567,3.4832
200703,2007,3/2/2007 20:10,5,1,Bogoslof,262,53.89936667,-167.4155467,3.4904
200703,2007,3/2/2007 20:12,5,1,Bogoslof,263,53.89081667,-167.4154959,3.49875
200703,2007,3/2/2007 20:15,5,1,Bogoslof,264,53.88221333,-167.4155533,3.5108
200703,2007,3/2/2007 20:18,5,1,Bogoslof,265,53.87359167,-167.415525,3.524
200703,2007,3/2/2007 20:20,5,1,Bogoslof,266,53.86493333,-167.4155833,3.5338
200703,2007,3/2/2007 20:23,5,1,Bogoslof,267,53.85700333,-167.41561,3.5422
200703,2007,3/2/2007 20:26,5,1,Bogoslof,268,53.84894333,-167.4156467,3.5516
200703,2007,3/2/2007 20:28,5,1,Bogoslof,269,53.84005417,-167.4157209,3.5575
200703,2007,3/2/2007 20:31,5,1,Bogoslof,270,53.83117667,-167.4158366,3.559
200703,2007,3/2/2007 20:33,5,1,Bogoslof,271,53.82298,-167.4160667,3.563
200703,2007,3/2/2007 20:36,5,1,Bogoslof,272,53.81474,-167.41621,3.5714
200703,2007,3/2/2007 20:39,5,1,Bogoslof,273,53.80653,-167.4162767,3.5844
200703,2007,3/2/2007 20:41,5,1,Bogoslof,274,53.79743333,-167.4163958,3.6115
200703,2007,3/2/2007 20:44,5,1,Bogoslof,275,53.78906667,-167.4163,3.6205
200703,2007,3/2/2007 20:46,5,1,Bogoslof,276,53.78066667,-167.4161625,3.601
200703,2007,3/2/2007 20:49,5,1,Bogoslof,277,53.7722125,-167.4159708,3.60775
200703,2007,3/2/2007 20:51,5,1,Bogoslof,278,53.76383333,-167.4159458,3.61725
200703,2007,3/2/2007 20:54,5,1,Bogoslof,279,53.75545833,-167.4159209,3.61875
200703,2007,3/2/2007 20:56,5,1,Bogoslof,280,53.74705834,-167.4159167,3.64375
200703,2007,3/2/2007 20:59,5,1,Bogoslof,281,53.73865,-167.4161667,3.63325
200703,2007,3/2/2007 21:01,5,1,Bogoslof,282,53.72939667,-167.41651,3.6166
200703,2007,3/2/2007 21:04,5,1,Bogoslof,283,53.72096,-167.41682,3.5962
200703,2007,3/2/2007 21:06,5,1,Bogoslof,284,53.71250667,-167.41689,3.5876
200703,2007,3/2/2007 21:09,5,1,Bogoslof,285,53.70412333,-167.41679,3.5906
200703,2007,3/2/2007 21:11,5,1,Bogoslof,286,53.69564,-167.41678,3.6106
200703,2007,3/2/2007 21:14,5,1,Bogoslof,287,53.68713333,-167.4166567,3.6112
200703,2007,3/2/2007 21:16,5,1,Bogoslof,288,53.67879334,-167.41652,3.5848
200703,2007,3/2/2007 21:19,5,1,Bogoslof,289,53.67045667,-167.41632,3.5954
200703,2007,3/2/2007 21:21,5,1,Bogoslof,290,53.66203333,-167.4158733,3.608
200703,2007,3/2/2007 21:24,5,1,Bogoslof,291,53.65357333,-167.4157,3.6096
200703,2007,3/2/2007 21:50,6,1,Bogoslof,300,53.61798333,-167.4996133,3.7284
200703,2007,3/2/2007 21:53,6,1,Bogoslof,301,53.6264375,-167.50005,3.7205
200703,2007,3/2/2007 21:55,6,1,Bogoslof,302,53.63498667,-167.50026,3.7248
200703,2007,3/2/2007 21:58,6,1,Bogoslof,303,53.64283333,-167.5005267,3.7286
200703,2007,3/2/2007 22:01,6,1,Bogoslof,304,53.65135834,-167.5007333,3.731
200703,2007,3/2/2007 22:03,6,1,Bogoslof,305,53.65967,-167.50096,3.7338
200703,2007,3/2/2007 22:06,6,1,Bogoslof,306,53.668025,-167.5009083,3.73175
200703,2007,3/2/2007 22:09,6,1,Bogoslof,307,53.67614,-167.50064,3.7246
200703,2007,3/2/2007 22:12,6,1,Bogoslof,308,53.684325,-167.500525,3.7205
200703,2007,3/2/2007 22:14,6,1,Bogoslof,309,53.69264667,-167.5003233,3.7224
200703,2007,3/2/2007 22:17,6,1,Bogoslof,310,53.7009875,-167.5001542,3.67
200703,2007,3/2/2007 22:20,6,1,Bogoslof,311,53.70959167,-167.5006292,3.65825
200703,2007,3/2/2007 22:23,6,1,Bogoslof,312,53.71776333,-167.5006633,3.6632
200703,2007,3/2/2007 22:26,6,1,Bogoslof,313,53.72655,-167.5005467,3.6712
200703,2007,3/2/2007 22:29,6,1,Bogoslof,314,53.73473334,-167.5005,3.669
200703,2007,3/2/2007 22:31,6,1,Bogoslof,315,53.74275,-167.5005733,3.6696
200703,2007,3/2/2007 22:34,6,1,Bogoslof,316,53.75144334,-167.50072,3.6756
200703,2007,3/2/2007 22:37,6,1,Bogoslof,317,53.759325,-167.5007917,3.73275
200703,2007,3/2/2007 22:40,6,1,Bogoslof,318,53.76718333,-167.5008467,3.7406
200703,2007,3/2/2007 22:43,6,1,Bogoslof,319,53.77563333,-167.5009167,3.7292
200703,2007,3/2/2007 22:46,6,1,Bogoslof,320,53.78395667,-167.5009133,3.7204
200703,2007,3/2/2007 22:49,6,1,Bogoslof,321,53.79248333,-167.5007067,3.7198
200703,2007,3/2/2007 22:52,6,1,Bogoslof,322,53.80092333,-167.5005033,3.7238
200703,2007,3/2/2007 22:55,6,1,Bogoslof,323,53.80938333,-167.5002167,3.7268
200703,2007,3/2/2007 22:58,6,1,Bogoslof,324,53.8178,-167.4999567,3.7254
200703,2007,3/2/2007 23:01,6,1,Bogoslof,325,53.82608333,-167.49968,3.722
200703,2007,3/2/2007 23:04,6,1,Bogoslof,326,53.83390417,-167.499875,3.71975
200703,2007,3/2/2007 23:25,7,1,Bogoslof,334,53.83350833,-167.5842083,3.72425
200703,2007,3/2/2007 23:28,7,1,Bogoslof,335,53.8252625,-167.5840667,3.725
200703,2007,3/2/2007 23:30,7,1,Bogoslof,336,53.81689584,-167.5838334,3.7255
200703,2007,3/2/2007 23:33,7,1,Bogoslof,337,53.80763,-167.5835933,3.7254
200703,2007,3/2/2007 23:35,7,1,Bogoslof,338,53.79918,-167.58351,3.724
200703,2007,3/2/2007 23:38,7,1,Bogoslof,339,53.7907,-167.58364,3.723
200703,2007,3/2/2007 23:40,7,1,Bogoslof,340,53.78307917,-167.5839417,3.72
200703,2007,3/2/2007 23:43,7,1,Bogoslof,341,53.77459167,-167.5841542,3.7185
200703,2007,3/2/2007 23:45,7,1,Bogoslof,342,53.76607917,-167.5842542,3.72175
200703,2007,3/2/2007 23:48,7,1,Bogoslof,343,53.757475,-167.5844125,3.72125
200703,2007,3/2/2007 23:50,7,1,Bogoslof,344,53.74879583,-167.5845875,3.7305
200703,2007,3/2/2007 23:53,7,1,Bogoslof,345,53.74015833,-167.5847833,3.73475
200703,2007,3/2/2007 23:55,7,1,Bogoslof,346,53.73230667,-167.5848733,3.74
200703,2007,3/2/2007 23:57,7,1,Bogoslof,347,53.72355,-167.5849933,3.7376
200703,2007,3/3/2007 0:00,7,1,Bogoslof,348,53.71466666,-167.5851633,3.7236
200703,2007,3/3/2007 0:02,7,1,Bogoslof,349,53.70684584,-167.5851083,3.6915
200703,2007,3/3/2007 0:05,7,1,Bogoslof,350,53.69826667,-167.5849667,3.70575
200703,2007,3/3/2007 0:07,7,1,Bogoslof,351,53.689775,-167.5848292,3.7125
200703,2007,3/3/2007 0:10,7,1,Bogoslof,352,53.68125,-167.5846875,3.709
200703,2007,3/3/2007 0:12,7,1,Bogoslof,353,53.67272917,-167.584625,3.7085
200703,2007,3/3/2007 0:15,7,1,Bogoslof,354,53.66419583,-167.5844792,3.71175
200703,2007,3/3/2007 0:17,7,1,Bogoslof,355,53.65659333,-167.58428,3.7368
200703,2007,3/3/2007 0:20,7,1,Bogoslof,356,53.64744167,-167.5836542,3.7635
200703,2007,3/3/2007 0:22,7,1,Bogoslof,357,53.6391875,-167.5832042,3.763
200703,2007,3/3/2007 0:25,7,1,Bogoslof,358,53.63102917,-167.5831667,3.7375
200703,2007,3/3/2007 0:27,7,1,Bogoslof,359,53.62204667,-167.5831367,3.7238
200703,2007,3/3/2007 0:30,7,1,Bogoslof,360,53.61387333,-167.5832067,3.721
200703,2007,3/3/2007 0:33,7,1,Bogoslof,361,53.60565334,-167.5832667,3.7328
200703,2007,3/3/2007 0:35,7,1,Bogoslof,362,53.59742333,-167.5833267,3.7374
200703,2007,3/3/2007 0:38,7,1,Bogoslof,363,53.58852083,-167.5833417,3.74
200703,2007,3/3/2007 0:40,7,1,Bogoslof,364,53.57984667,-167.5840333,3.6126
200703,2007,3/3/2007 7:55,8,1,Bogoslof,528,53.51709167,-167.6680875,3.57475
200703,2007,3/3/2007 7:58,8,1,Bogoslof,529,53.52468333,-167.6691933,3.5952
200703,2007,3/3/2007 8:01,8,1,Bogoslof,530,53.53314667,-167.66951,3.607
200703,2007,3/3/2007 8:04,8,1,Bogoslof,531,53.54146,-167.66943,3.6482
200703,2007,3/3/2007 8:07,8,1,Bogoslof,532,53.54987333,-167.66918,3.6976
200703,2007,3/3/2007 8:10,8,1,Bogoslof,533,53.55824333,-167.6693633,3.7162
200703,2007,3/3/2007 8:13,8,1,Bogoslof,534,53.56668,-167.6692734,3.6924
200703,2007,3/3/2007 8:16,8,1,Bogoslof,535,53.57499,-167.66935,3.6786
200703,2007,3/3/2007 8:19,8,1,Bogoslof,536,53.58328667,-167.6691733,3.662
200703,2007,3/3/2007 8:22,8,1,Bogoslof,537,53.59164666,-167.66906,3.662
200703,2007,3/3/2007 8:24,8,1,Bogoslof,538,53.60001,-167.6689934,3.6648
200703,2007,3/3/2007 8:27,8,1,Bogoslof,539,53.60841333,-167.6690767,3.6732
200703,2007,3/3/2007 8:30,8,1,Bogoslof,540,53.61693667,-167.66926,3.6748
200703,2007,3/3/2007 8:33,8,1,Bogoslof,541,53.62546667,-167.6693267,3.677
200703,2007,3/3/2007 8:36,8,1,Bogoslof,542,53.63375333,-167.6694267,3.6702
200703,2007,3/3/2007 11:55,8,1,Bogoslof,573,53.63338333,-167.6694267,3.6624
200703,2007,3/3/2007 11:58,8,1,Bogoslof,574,53.64172,-167.66979,3.6464
200703,2007,3/3/2007 12:01,8,1,Bogoslof,575,53.64998,-167.6697767,3.6254
200703,2007,3/3/2007 12:04,8,1,Bogoslof,576,53.65828333,-167.6696633,3.6022
200703,2007,3/3/2007 12:07,8,1,Bogoslof,577,53.66659,-167.66948,3.5952
200703,2007,3/3/2007 12:10,8,1,Bogoslof,578,53.67499333,-167.6692733,3.6914
200703,2007,3/3/2007 12:13,8,1,Bogoslof,579,53.68343333,-167.66914,3.6978
200703,2007,3/3/2007 12:16,8,1,Bogoslof,580,53.69177333,-167.66922,3.6836
200703,2007,3/3/2007 12:19,8,1,Bogoslof,581,53.70011667,-167.6692467,3.6802
200703,2007,3/3/2007 12:22,8,1,Bogoslof,582,53.70848333,-167.6690633,3.6798
200703,2007,3/3/2007 12:25,8,1,Bogoslof,583,53.71624584,-167.6688334,3.6785
200703,2007,3/3/2007 12:28,8,1,Bogoslof,584,53.7246375,-167.6684125,3.6775
200703,2007,3/3/2007 12:31,8,1,Bogoslof,585,53.7330375,-167.668275,3.67925
200703,2007,3/3/2007 12:34,8,1,Bogoslof,586,53.74088333,-167.6680067,3.6812
200703,2007,3/3/2007 12:37,8,1,Bogoslof,587,53.74940667,-167.66839,3.6864
200703,2007,3/3/2007 12:39,8,1,Bogoslof,588,53.75795,-167.6690033,3.6898
200703,2007,3/3/2007 12:42,8,1,Bogoslof,589,53.76664667,-167.6692133,3.686
200703,2007,3/3/2007 12:45,8,1,Bogoslof,590,53.7747,-167.66895,3.691
200703,2007,3/3/2007 12:48,8,1,Bogoslof,591,53.78253,-167.6684466,3.7004
200703,2007,3/3/2007 12:51,8,1,Bogoslof,592,53.79102333,-167.6684166,3.6958
200703,2007,3/3/2007 12:54,8,1,Bogoslof,593,53.79969333,-167.6687067,3.6986
200703,2007,3/3/2007 12:57,8,1,Bogoslof,594,53.80791,-167.6704433,3.7
200703,2007,3/3/2007 13:24,9,1,Bogoslof,604,53.74719667,-167.7533733,3.6934
200703,2007,3/3/2007 13:27,9,1,Bogoslof,605,53.7383125,-167.75395,3.6925
200703,2007,3/3/2007 13:29,9,1,Bogoslof,606,53.73018333,-167.7541917,3.69725
200703,2007,3/3/2007 13:32,9,1,Bogoslof,607,53.72131333,-167.7538733,3.7038
200703,2007,3/3/2007 13:35,9,1,Bogoslof,608,53.71321667,-167.75397,3.7058
200703,2007,3/3/2007 13:37,9,1,Bogoslof,609,53.70506,-167.7535667,3.7078
200703,2007,3/3/2007 13:40,9,1,Bogoslof,610,53.69614167,-167.7532667,3.71075
200703,2007,3/3/2007 13:42,9,1,Bogoslof,611,53.68717,-167.75358,3.7068
200703,2007,3/3/2007 13:45,9,1,Bogoslof,612,53.67902667,-167.7539333,3.6824
200703,2007,3/3/2007 13:47,9,1,Bogoslof,613,53.67063,-167.7541733,3.686
200703,2007,3/3/2007 13:50,9,1,Bogoslof,614,53.66234,-167.7541333,3.694
200703,2007,3/3/2007 13:53,9,1,Bogoslof,615,53.65410333,-167.75387,3.6986
200703,2007,3/3/2007 13:55,9,1,Bogoslof,616,53.6449875,-167.753625,3.69775
200703,2007,3/3/2007 13:58,9,1,Bogoslof,617,53.63663333,-167.7536,3.6955
200703,2007,3/3/2007 14:00,9,1,Bogoslof,618,53.62827917,-167.7535542,3.69
200703,2007,3/3/2007 14:03,9,1,Bogoslof,619,53.61990417,-167.7534458,3.6825
200703,2007,3/3/2007 14:05,9,1,Bogoslof,620,53.61150417,-167.7536125,3.67575
200703,2007,3/3/2007 14:08,9,1,Bogoslof,621,53.60226,-167.75399,3.6426
200703,2007,3/3/2007 14:10,9,1,Bogoslof,622,53.59399333,-167.7535167,3.7014
200703,2007,3/3/2007 14:13,9,1,Bogoslof,623,53.58572667,-167.75319,3.7244
200703,2007,3/3/2007 14:15,9,1,Bogoslof,624,53.57738333,-167.7530067,3.6794
200703,2007,3/3/2007 14:18,9,1,Bogoslof,625,53.56899,-167.75296,3.6718
200703,2007,3/3/2007 14:20,9,1,Bogoslof,626,53.56092667,-167.7533667,3.5258
200703,2007,3/3/2007 14:23,9,1,Bogoslof,627,53.55211667,-167.753775,3.5465
200703,2007,3/3/2007 14:26,9,1,Bogoslof,628,53.54372666,-167.7537533,3.5448
200703,2007,3/3/2007 14:29,9,1,Bogoslof,629,53.53593667,-167.75369,3.5464
200703,2007,3/3/2007 14:48,10,1,Bogoslof,636,53.54131333,-167.8379767,3.5308
200703,2007,3/3/2007 14:51,10,1,Bogoslof,637,53.54944583,-167.8386875,3.53175
200703,2007,3/3/2007 14:53,10,1,Bogoslof,638,53.55779,-167.83823,3.544
200703,2007,3/3/2007 14:56,10,1,Bogoslof,639,53.56593334,-167.8381708,3.55
200703,2007,3/3/2007 14:59,10,1,Bogoslof,640,53.57438,-167.8380767,3.5776
200703,2007,3/3/2007 15:02,10,1,Bogoslof,641,53.58201667,-167.8379167,3.6556
200703,2007,3/3/2007 15:04,10,1,Bogoslof,642,53.59118333,-167.83783,3.678
200703,2007,3/3/2007 15:07,10,1,Bogoslof,643,53.59886,-167.8378333,3.6854
200703,2007,3/3/2007 15:10,10,1,Bogoslof,644,53.60730417,-167.8378167,3.6855
200703,2007,3/3/2007 15:12,10,1,Bogoslof,645,53.61559667,-167.8379833,3.6888
200703,2007,3/3/2007 15:15,10,1,Bogoslof,646,53.62454,-167.8381533,3.7044
200703,2007,3/3/2007 15:18,10,1,Bogoslof,647,53.63206,-167.83833,3.7082
200703,2007,3/3/2007 15:21,10,1,Bogoslof,648,53.64107333,-167.8383766,3.717
200703,2007,3/3/2007 15:24,10,1,Bogoslof,649,53.6483,-167.8384667,3.7164
200703,2007,3/3/2007 15:27,10,1,Bogoslof,650,53.65656666,-167.8383867,3.7126
200703,2007,3/3/2007 15:30,10,1,Bogoslof,651,53.66468333,-167.8383067,3.7114
200703,2007,3/3/2007 15:33,10,1,Bogoslof,652,53.67344667,-167.8383967,3.684
200703,2007,3/3/2007 15:36,10,1,Bogoslof,653,53.68106667,-167.83771,3.6912
200703,2007,3/3/2007 15:39,10,1,Bogoslof,654,53.69016,-167.8373867,3.6888
200703,2007,3/3/2007 15:42,10,1,Bogoslof,655,53.69804666,-167.83723,3.6866
200703,2007,3/3/2007 22:30,11,1,Bogoslof,807,53.56254333,-167.9223,3.815
